Id,Country,County,City,Name,Latitude,Longitude,Rating,UserRatingsTotal,OneStar,TwoStar,ThreeStar,FourStar,FiveStar,Mountains,Hills,Plains,Plateaus,Valleys,GlacialFields,Deltas,Canyons,Beaches,NatureSpots, StunningViews,Lakes,Parks,IconicCities,Farms,Castles,HistoricalHomes ,BoatRides,LakefrontAreas,SwimmingAreas,Caves,Playgrounds
251,Romania,Bihor,Oradea,Premiere vet,47.06071499999999,21.9179472,5.0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,Romania,Bihor,Oradea,Cabinet Veterinar Dr. Mátyási Mátyás,47.0627453,21.9206937,4.7,102,0,0,3,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,Romania,Bihor,Oradea,Cabinet Medical Veterinar Rogerius,47.0764668,21.9282011,4.8,282,0,0,4,48,230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Romania,Bihor,Oradea,Cabinet veterinar Click Vet Oradea,47.03030099999999,21.96057559999999,4.9,102,0,0,0,9,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
255,Romania,Bihor,Oradea,Medvet,47.0707739,21.929173,4.7,48,0,0,1,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
256,Romania,Bihor,Oradea,Cabinet veterinar Avet Oradea,47.0389111,21.9434829,5.0,121,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Romania,Bihor,Oradea,UrbanVet,47.04420959999999,21.9432402,4.7,27,0,0,1,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,Romania,Bihor,Oradea,Proveterinaria,47.04580089999999,21.9581324,4.7,241,0,0,7,56,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
259,Romania,Bihor,Oradea,Clinica Veterinară Oradea,47.05003869999999,21.9297636,4.2,213,1,6,32,85,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Romania,Bihor,Oradea,Fluffy Pet Shop & Farmacie Veterinara,47.07898,21.9169572,4.3,9,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,Romania,Bihor,Oradea,Cabinet veterinar Click Vet Oradea Iosia,47.0654449,21.9106864,5.0,31,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Romania,Bihor,Oradea,C.M.V. Dr. Pop Horea Cristian,47.0370438,21.9411594,4.7,66,0,0,2,15,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
263,Romania,Bihor,Oradea,"Dalea Ioana, Cabinet Veterinar",47.06907139999999,21.9202053,4.7,165,0,0,5,39,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,Romania,Bihor,Sîntandrei,Vital Vet Sântandrei,47.05588220000001,21.8672641,5.0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
265,Romania,Bihor,Oradea,Selpet S.R.L.,47.0432043,21.9562706,4.8,124,0,0,2,21,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
266,Romania,Bistrița-Năsăud,Bistrița,Veterinary offices Propetlife,47.13064239999999,24.4987483,4.9,104,0,0,0,10,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Romania,Bistrița-Năsăud,Bistrița,Pet love vet,47.1289042,24.4815673,5.0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
268,Romania,Bistrița-Năsăud,Bistrița,Clinica veterinara Lin Vet ( Cabinet veterinar ),47.1350007,24.5032135,4.8,33,0,0,0,6,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Romania,Bistrița-Năsăud,Bistrița,Cabinet Veterinar Bistrita - Turcu Vet Family,47.142416,24.5075275,4.8,36,0,0,1,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270,Romania,Bistrița-Năsăud,Bistrița,DuoVet,47.1357211,24.48654459999999,4.2,33,0,1,5,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
271,Romania,Bistrița-Năsăud,Bistrița,Tonvet,47.12620889999999,24.4911295,4.7,212,0,0,6,50,156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Romania,Bistrița-Năsăud,No data,S.C. Victor Vet S.R.L.,47.1038977,24.4494221,4.9,19,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,Romania,Bistrița-Năsăud,Bistrița,Bistrivet Farma Garii,47.13292609999999,24.4861517,4.2,77,0,2,12,31,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Romania,Bistrița-Năsăud,Bistrița,Clinica Veterinara,47.13499729999999,24.5112025,5.0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Romania,Bistrița-Năsăud County,Șieu-Odorhei,Clinica Ecvina Sirioara - Sieuriver Vet,47.1041869,24.2953106,4.6,18,0,0,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,Romania,Bistrița-Năsăud,Bistrița,Bistrivet,47.1387747,24.4932887,4.6,5,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Romania,Cluj,Cluj-Napoca,petvet-shop.ro,46.7908398,23.61536,4.5,59,0,0,4,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,Romania,Bistrița-Năsăud,Bistrița,Instrumentar veterinar,47.1323293,24.4856166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
280,Romania,Bistrița-Năsăud,Prundu Bârgăului,LIL PAWS VET SRL,47.2194643,24.7378995,5.0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,Romania,Bistrița-Năsăud,Maieru,VET MEDICA SRL,47.4029222,24.7514587,4.7,11,0,0,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Romania,București,București,Vets 4 All Pets,44.43023789999999,26.1657203,4.5,215,0,2,16,71,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,Romania,Bistrița-Năsăud,Bistrița,Darivet Srl,47.1250741,24.4810245,4.3,6,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,Romania,București,București,VETS & PETS Home,44.46379160000001,26.0403127,4.8,75,0,0,1,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,Romania,Bistrița-Năsăud,Sângeorz-Băi,VET MEDICA SRL,47.3608269,24.6711985,4.6,14,0,0,1,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Romania,Botoșani,Botoșani,TRIOVET Clinică veterinară Botoșani,47.7456837,26.6602556,4.8,193,0,0,3,33,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,Romania,Botoșani,Botoșani,Veterinary Clinic PETLAND,47.7619583,26.658008,4.9,69,0,0,0,6,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Romania,Botoșani,Botoșani,Helmi-Vet,47.7439018,26.6692135,4.9,19,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
291,Romania,Botoșani,Botoșani,Veterinary offices RAMVET,47.7336192,26.6513749,4.7,142,0,0,4,33,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,Romania,Botoșani,Botoșani,veterinarian Dr Caeru Razvan,47.747025,26.6431959,4.8,273,0,0,4,46,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Romania,Botoșani,Botoșani,Cabinet veterinar FrumiPets,47.735288,26.6550096,4.9,35,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,Romania,Botoșani,Botoșani,VelmaVet,47.74395980000001,26.6670795,4.3,79,0,2,10,30,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Romania,Botoșani,Botoșani,"ANAVET - Clinica Veterinara Botosani. Consultatii, Analize, Tratamente Veterinare Botosani. Vaccinari, Microcipari",47.74344389999999,26.659692,5.0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,Romania,Botoșani,Botoșani,VASI-VET S.R.L.,47.7391222,26.6587299,4.7,149,0,0,4,35,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,Romania,Botoșani,Botoșani,Cabinet si farmacie veterinara Vet Trail,47.7441884,26.6510466,4.9,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298,Romania,Botoșani,Botoșani,CABINET VETERINAR PENTRU ANIMALE DE COMPANIE DR. ZISU DIANA,47.739713,26.656027,4.7,59,0,0,2,14,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Romania,Botoșani,Botoșani,PetShop Shanti,47.7422128,26.6486302,3.8,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300,Romania,Botoșani,Botoșani,Farmacie Veterinara Botosani Sc.Tomhalvet.Srl,47.75219,26.64438089999999,4.5,23,0,0,2,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301,Romania,Suceava,Suceava,Clinica Veterinara Healer Vet,47.6350974,26.2280449,5.0,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302,Romania,Botoșani,Botoșani,Aura ProEco Vet,47.7345,26.660237,5.0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,Romania,Botoșani,Botoșani,SC Crissdava Farmcenter Plus SRL,47.7593329,26.654011,4.6,8,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
304,Romania,Botoșani County,Brăești,BORCEA NICOLO-VALENTIN,47.85920489999999,26.4553377,4.6,8,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Romania,Botoșani,Botoșani,ANAVET,47.74408450000001,26.6606481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Romania,Botoșani,Botoșani,Salvati Animalele,47.74378000000001,26.66936699999999,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
308,Romania,Suceava,Suceava,North Veterinary Clinic Vet,47.656001,26.256427,4.4,287,0,4,28,103,151,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
309,Romania,Suceava,Suceava,Animavet S.R.L.,47.6456907,26.2640405,4.7,136,0,0,4,32,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
310,Romania,Suceava,Suceava,"Rio Vet Cabinet Veterinar Suceava,Frizerie Canina,Tuns Caini,Pet Shop Suceava",47.6733838,26.2680239,4.9,213,0,0,1,20,193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Romania,Suceava,Suceava,Cabinet Veterinar PremiumVet,47.6394244,26.24355659999999,4.8,97,0,0,1,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
312,Romania,Suceava,Suceava,Scooby Vet,47.64714739999999,26.2511357,4.9,520,0,0,2,48,470,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,Romania,Brașov,Brașov,SC Health Vet SRL,45.6513442,25.6168771,4.7,630,0,1,19,148,462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Romania,Brașov,Brașov,Snoop Vet - Cabinet Veterinar Brașov,45.650611,25.6209637,4.8,66,0,0,1,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
315,Romania,Brașov,Brașov,Holistic Vet,45.6583681,25.608583,5.0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,Romania,Brașov,Brașov,Cabinet Veterinar Ceres Vet,45.6523335,25.6160783,4.9,280,0,0,1,26,253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Romania,Brașov,Brașov,Nativet,45.6393244,25.6128363,4.7,204,0,0,6,48,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Romania,Brașov,Brașov,Cabinet Veterinar Brasov Sc.T&T Vet Srl.,45.6468089,25.6277797,4.8,258,0,0,4,44,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
319,Romania,Brașov,Brașov,Kronvet,45.6239156,25.6422833,4.3,632,1,13,79,242,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
320,Romania,Brașov,Brașov,SC VETECOMED ULTRASOUND ACTIVITIES SRL,45.66399260000001,25.5615711,4.7,42,0,0,1,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
321,Romania,Brașov,Brașov,MayaVet,45.6662366,25.6060031,4.9,305,0,0,1,28,276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Romania,Brașov,Râșnov,Dady-Vet,45.583805,25.461133,5.0,28,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Romania,Brașov,Brașov,Veterinaria - Cabinet veterinar Brașov,45.63919099999999,25.6192688,4.3,96,0,2,12,37,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Romania,Brașov,Brașov,Doctor Dali,45.6602922,25.58269009999999,4.8,153,0,0,2,26,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,Romania,Brașov,Brașov,Cabinet Veterinar Dr Alin Terzea,45.6568298,25.6291905,4.8,545,0,0,8,93,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
326,Romania,Brașov,Ghimbav,Creative Vet Zone,45.6670655,25.5085172,4.8,32,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
327,Romania,Brașov,Brașov,Clinica Veterinara K2,45.6273126,25.6231244,4.6,540,0,2,27,155,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,Romania,Brașov,Ghimbav,Fistivet Animal Hospital Ghimbav,45.66421320000001,25.5067119,4.8,45,0,0,1,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329,Romania,Brașov,Brașov,Iris Best Vet,45.6694608,25.6200602,5.0,101,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330,Romania,Brașov,Codlea,Dream Vet fot Pet,45.7010977,25.4431664,4.7,20,0,0,1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331,Romania,Brașov,Brașov,Kerberos S.R.L.,45.66261249999999,25.5974391,4.7,588,0,1,18,138,432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Romania,Brașov,Brașov,Deavet SRL,45.66534329999999,25.5794874,5.0,8,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Romania,Brașov,Brașov,Asvet Shop,45.6692425,25.57634,4.8,263,0,0,4,45,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
334,Romania,Brașov,Brașov,MARI MARC CABINET VETERINAR SI FARMACIE VETERINARA,45.6413191,25.6292394,4.6,159,0,1,8,46,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335,Romania,Brașov,Brașov,Cabinet Veterinar Elmon Vet,45.6699892,25.6196969,5.0,11,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Romania,Brăila,Brăila,Cabinet Veterinar Royal Vet,45.2606402,27.9640207,4.6,478,0,2,24,137,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
337,Romania,Brăila,Brăila,Vet Consult,45.2650711,27.9712572,4.5,521,0,4,38,171,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
338,Romania,Brăila,Brăila,Vetbrini Cabinet Veterinar Braila,45.2710334,27.9533882,4.7,79,0,0,2,19,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,Romania,Brăila,Brăila,Cabinet si Farmacie Veterinara Dr. Lazar Mihail,45.2689536,27.95634699999999,4.6,80,0,0,4,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,Romania,Brăila,Brăila,Happy Pet,45.2710192,27.9533107,3.8,16,0,1,4,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Romania,Brăila,Brăila,Cabinet Veterinar Buzaului SMOVICVET SRL,45.24851700000001,27.938662,4.4,136,0,2,13,49,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Romania,Brăila,Brăila,Danysave S.R.L.,45.267276,27.965778,4.7,234,0,0,7,55,172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Romania,Brăila,Cazasu,Cabinet Veterinar Luma Medvet,45.2697809,27.9043845,5.0,29,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Romania,Galați,Galați,MedicalVet Mazepa,45.4276971,28.0475051,4.8,58,0,0,1,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345,Romania,Galați,Galați,Galati Veterinary - Dr. Comşa Marian,45.43099660000001,28.05519820000001,4.7,131,0,0,4,31,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
346,Romania,Brăila,Brăila,Farmacie veterinara Himera Vet Pet,45.271019,27.95626,4.5,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
347,Romania,Galați,Galați,EMERGENCY JUNIOR VETS SRL,45.40894209999999,28.0158151,4.2,20,0,1,3,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,Romania,Galați,Galați,Canina Vet S.R.L.,45.4166616,28.01278,4.6,57,0,0,3,16,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,Romania,Galați,Galați,SediVet cabinet veterinar,45.4418822,28.0474732,4.5,26,0,0,2,9,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Romania,Galați,Galați,MEDVIOVET Clinica Veterinara,45.4506445,28.0491134,4.9,68,0,0,0,6,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Romania,Brăila,Brăila,Ninevic,45.284344,27.9702172,3.6,8,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,Romania,Galați,Galați,Cabinet Veterinar Dr. Ștefan Mihaela,45.425773,28.017075,4.7,163,0,0,5,38,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,Romania,Galați,Galați,Hope Pet S.R.L.,45.4450058,28.0230887,4.7,13,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,Romania,Galați,Galați,Clinica Veterinara Melodin - Doctor Veterinar Radu Dinu,45.4279525,28.0191677,4.6,40,0,0,2,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
355,Romania,Brăila,Brăila,Romvac S.A.,45.27685499999999,27.966038,4.0,8,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,Romania,Brăila,Brăila,Com Ristaf Buzau,45.2502141,27.9396253,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,Romania,Brăila,Brăila,Farmacia Veterinara ANIMACITY,45.306771,27.962547,4.4,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,Romania,București,București,Pet Vet,44.4468255,26.1086037,4.4,40,0,1,4,14,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Romania,București,București,AnaVet Cismigiu,44.438323,26.0932839,4.8,111,0,0,2,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
361,Romania,București,București,The Vets 13 Septembrie,44.4221444,26.07065,4.8,70,0,0,1,12,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362,Romania,București,București,Cats’ LadyVet,44.4416149,26.1069897,4.9,153,0,0,1,14,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363,Romania,București,București,Art of Vet - Cabinet Veterinar Cișmigiu,44.4388027,26.0923463,4.8,141,0,0,2,24,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Romania,București,București,Cabinet Veterinar Happy Animal'S Vet,44.4221282,26.1115556,4.8,78,0,0,1,13,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Romania,București,București,Pets are family vet PAF VET,44.41893899999999,26.1265831,4.9,35,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,Romania,București,București,Veterinary Clinic Flippervet,44.44222599999999,26.079088,4.6,237,0,1,12,68,156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Romania,București,București,Healthy VET Tineretului,44.4142117,26.1071253,4.6,164,0,1,8,47,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
368,Romania,București,București,Charlie's Clinic Vet,44.40980709999999,26.1156869,4.9,206,0,0,1,19,186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Romania,București,București,ExoticVet Center,44.44761779999999,26.1222442,4.7,220,0,0,7,52,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,Romania,București,București,Perfect Pet Stefan cel Mare - Cabinet Veterinar & Pet Shop,44.45313669999999,26.1080592,4.6,547,0,2,27,157,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
371,Romania,București,București,Mobile Vet Clinica Veterinara Vitan,44.41550770000001,26.1240024,4.7,115,0,0,3,27,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
372,Romania,București,București,Friends & Pets,44.4309143,26.1207494,5.0,77,0,0,0,0,77,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,Romania,București,București,WORLD WIDE VETS,44.41630659999999,26.0448308,4.7,147,0,0,4,34,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Romania,București,București,Cabinet veterinar Animal Plus,44.44688499999999,26.12288,4.4,219,0,3,21,79,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,Romania,București,București,The Vets Clinica Veterinara,44.4221444,26.07065,4.7,130,0,0,4,30,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Romania,București,București,Cabinet veterinar - MONDO PET VET - Dr. Cristi Branza,44.456577,26.0626556,5.0,88,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,Romania,București,București,Rona Vet Veterinary Clinic,44.43115040000001,26.119874,4.7,136,0,0,4,32,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,Romania,București,București,VET HOUSE,44.46190959999999,26.1267455,5.0,42,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Romania,București,București,Vet Care Clinic S.R.L.,44.4045057,26.0959857,4.6,52,0,0,3,15,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Romania,București,București,Dream Vet,44.41583109999999,26.049453,4.7,221,0,0,7,52,162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Romania,Buzău,Buzău,Veterinary offices MEDVET,45.1620958,26.8156075,4.9,97,0,0,0,9,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,Romania,Buzău,Căpățânești,Silva Vet,45.1913984,26.7953545,4.8,68,0,0,1,12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,Romania,Buzău,Buzău,Cabinet veterinar Buzau,45.15867000000001,26.8087837,4.3,13,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384,Romania,Buzău,Buzău,Cabinet Medical Veterinar,45.1468273,26.81975509999999,5.0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Romania,Buzău,Buzău,Simvet Health Care,45.15314370000001,26.8095059,3.6,12,0,1,4,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Romania,Buzău,Râmnicu Sărat,Sasha Vet Care,45.37732090000001,27.0454249,5.0,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
387,Romania,București,București,Clinica VET4PET,44.44182170000001,26.165599,4.5,177,0,1,13,58,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
